"ID","Last Name","First Name","Grade Level","Enrollment Year","Graduation Year","Courses as a List","Course Grades as a List","Future Decision","SAT","ACT","Counselor Name"
"101550","Garcia","Sebastian","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Debate II"", ""Photojournalism (sem)"", ""Chinese II""]","[85, 89, 88, 82, 94, 95, 89, 94]","4 year college","1173","23","Emily Garcia"
"101551","Joshi","Riya","11","2024","2028","[""English III"", ""Statistics"", ""Environmental Systems"", ""US History-11th grade"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Photojournalism (sem)"", ""Band I"", ""AP Business with Personal Finance""]","[88, 85, 74, 73, 84, 85, 73, 71]","4 year college","923","","Michael Thompson"
"101552","Farouk","Sara","10","2025","2029","[""English II"", ""Geometry"", ""Biology"", ""World History-10th grade only"", ""Oral Interpretation II"", ""Band II""]","[85, 84, 92, 87, 89, 89]","vocational school","","19","Sarah Martinez"
"101553","Diaz","Camila","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Biology"", ""World History-10th grade only"", ""Oral Interpretation I"", ""Human Growth & Development"", ""Principles of Health Science"", ""Principles of Agriculture, Food, and Natural Resources""]","[81, 58, 76, 56, 77, 70, 80, 61]","4 year college","895","","James Walker"
"101554","Malik","Fatima","11","2024","2028","[""English III"", ""Statistics"", ""Environmental Systems"", ""US History-11th grade"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Oral Interpretation I"", ""French I"", ""Digital Arts and Animation (Fine Arts Credit)""]","[74, 80, 86, 90, 82, 83, 80, 74]","2 year college","","24","Priya Patel"
"101555","Mehta","Raj","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Band IV"", ""Oral Interpretation III"", ""Jazz Band IV""]","[70, 68, 73, 56, 59, 82, 61, 69]","4 year college","842","","Daniel Kim"
"101556","Rao","Ananya","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""AP Business with Personal Finance"", ""Computer Science - Unity Game Development KAP""]","[90, 73, 79, 69, 66, 70]","workforce","992","20","Melissa Johnson"
"101557","Reddy","Ananya","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Financial Mathematics (Math credit)"", ""Foundations of Business Communication and Technologies""]","[85, 74, 91, 81, 95, 89]","4 year college","1402","34","Robert Nguyen"
"101558","Johnson","Liam","11","2024","2028","[""AP English III Language and Composition"", ""AP Precalculus"", ""AP Physics I"", ""AP US History-11th grade only"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Photojournalism (sem)""]","[83, 89, 86, 83, 97, 90]","4 year college","","25","Emily Garcia"
"101559","Badawi","Nadia","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Counseling & Mental Health"", ""Floral Design (Fine Art Credit)""]","[90, 76, 84, 80, 78, 89, 83]","4 year college","1115","","Michael Thompson"
"101560","Tanaka","David","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Aquatic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Principles of Health Science"", ""Debate II""]","[80, 75, 76, 72, 89, 75, 89]","4 year college","","25","Sarah Martinez"
"101561","Malik","Yasmin","12","2023","2027","[""AP English IV Literature & Composition GT"", ""Multivariable Calculus KAP"", ""AP Physics C: Mechanics (Fall)"", ""AP US Government GT (sem)-12th grade only"", ""AP Macro Economics GT (sem)-11th and 12th only"", ""AP Seminar"", ""Chinese I""]","[86, 89, 88, 91, 93, 86, 92]","4 year college","1306","","James Walker"
"101562","Tanaka","Lin","10","2025","2029","[""English II KAP/GT"", ""Algebra II KAP"", ""Biology KAP/GT"", ""AP World History GT-10th grade only"", ""Photojournalism (sem)"", ""Technical Theater II"", ""Digital Arts and Animation (Fine Arts Credit)"", ""AWS-Amazon Web Services Advanced Cloud Computing KAP""]","[82, 88, 85, 92, 91, 97, 93, 84]","4 year college","","32","Priya Patel"
"101563","King","Devon","12","2023","2027","[""AP English IV Literature & Composition"", ""AP Calculus AB"", ""AP Environmental Science"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Debate II""]","[84, 88, 94, 89, 79, 83]","4 year college","1313","26","Daniel Kim"
"101564","Agarwal","Rohan","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""Interior Design I"", ""AP Business with Personal Finance""]","[68, 78, 83, 74, 80, 84]","4 year college","1135","18","Melissa Johnson"
"101565","Moore","Benjamin","10","2025","2029","[""English II"", ""Geometry"", ""Biology"", ""World History-10th grade only"", ""Spanish III KAP"", ""Lifetime Nutrition & Wellness (sem .5 credit)"", ""PE Softball-Girls"", ""Painting I""]","[90, 90, 75, 84, 74, 86, 77, 79]","4 year college","1077","19","Robert Nguyen"
"101566","King","Marcus","12","2023","2027","[""English IV"", ""Accounting II"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Art I""]","[66, 81, 71, 78, 61, 73]","4 year college","941","13","Emily Garcia"
"101567","Kobayashi","Steven","11","2024","2028","[""English III"", ""Statistics"", ""Aquatic Science"", ""US History-11th grade"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Principles of Business, Marketing, & Finance"", ""Sports & Entertainment Marketing I (sem)"", ""Theater Arts III""]","[75, 83, 89, 82, 83, 78, 86, 79]","4 year college","","19","Michael Thompson"
"101568","Choi","Lin","11","2024","2028","[""AP English III Language and Composition"", ""AP Precalculus"", ""AP Chemistry"", ""AP US History-11th grade only"", ""Interior Design I"", ""AP Business with Personal Finance""]","[82, 81, 91, 82, 90, 76]","4 year college","1123","","Sarah Martinez"
"101569","Thompson","Olivia","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Chemistry"", ""World History-10th grade only"", ""PE Diving"", ""Health Science Theory"", ""American Sign Language II"", ""Human Growth & Development""]","[76, 86, 78, 80, 80, 90, 87, 90]","vocational school","1226","","James Walker"
"101570","Harris","Ethan","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""Lifetime Nutrition & Wellness (sem .5 credit)"", ""Fashion Design I"", ""Dance II""]","[58, 57, 82, 78, 66, 62, 74]","vocational school","836","","Priya Patel"
"101571","Harris","James","10","2025","2029","[""English II"", ""Geometry"", ""Chemistry"", ""World History-10th grade only"", ""Dance II"", ""Oral Interpretation I"", ""Principles of Health Science"", ""Journalism""]","[77, 83, 84, 73, 73, 81, 75, 78]","4 year college","1129","25","Daniel Kim"
"101572","Garcia","Mateo","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Chemistry"", ""World History-10th grade only"", ""Agricultural Mechanics and Metal Technologies"", ""Principles of Health Science""]","[81, 77, 73, 90, 82, 73]","2 year college","882","15","Melissa Johnson"
"101573","Badawi","Sara","12","2023","2027","[""English IV"", ""Statistics"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Lifetime Fitness & Wellness Pursuits (Boys)""]","[76, 83, 81, 79, 74, 84]","4 year college","1038","23","Robert Nguyen"
"101574","Nakamura","Jia","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Spanish II"", ""Anatomy & Physiology"", ""PE Football-Boys""]","[82, 83, 73, 77, 84, 74, 79, 80]","4 year college","","23","Emily Garcia"
"101575","Bennett","Taylor","12","2023","2027","[""English IV"", ""Discrete Math for Problem Solving"", ""Aquatic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""PE Baseball-Boys"", ""PE Track-Boys""]","[81, 92, 72, 82, 79, 92, 77]","4 year college","","26","Michael Thompson"
"101576","Richardson","Alex","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Foundations of Business Communication and Technologies"", ""Debate III"", ""French II""]","[78, 93, 86, 83, 96, 94, 91]","4 year college","1290","","Sarah Martinez"
"101577","White","Emma","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""American Sign Language III"", ""Ceramics I""]","[89, 87, 80, 81, 74, 76, 78]","2 year college","1264","31","James Walker"
"101578","Malhotra","Kiran","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""PE Tennis"", ""Technical Theater II""]","[77, 67, 58, 67, 58, 71]","vocational school","1043","25","Priya Patel"
"101579","Menon","Riya","9","2026","2030","[""English I"", ""Algebraic Reasoning"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Dance I""]","[81, 62, 64, 80, 64, 81]","vocational school","935","13","Daniel Kim"
"101580","Chen","Brian","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Interpersonal Studies (sem .5 credit)""]","[78, 72, 90, 81, 78, 75]","workforce","","","Melissa Johnson"
"101581","Rivera","Peyton","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Principles of Business, Marketing, & Finance"", ""Chinese III KAP""]","[74, 91, 89, 89, 80, 73, 85]","4 year college","","20","Robert Nguyen"
"101582","Bennett","Cameron","12","2023","2027","[""English IV"", ""Statistics"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Band I""]","[88, 72, 82, 88, 89, 90]","2 year college","926","","Emily Garcia"
"101583","Baker","Aaliyah","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""Spanish III KAP"", ""American Sign Language II""]","[91, 85, 93, 100, 98, 89, 100]","4 year college","","","Michael Thompson"
"101584","Li","Wei","10","2025","2029","[""English II"", ""Geometry"", ""Biology"", ""World History-10th grade only"", ""Agricultural Mechanics and Metal Technologies"", ""Health Science Theory"", ""Photojournalism (sem)""]","[60, 78, 77, 79, 79, 67, 74]","4 year college","848","","Sarah Martinez"
"101585","Kobayashi","Jia","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Chemistry"", ""World History-10th grade only"", ""Health Education (sem)"", ""Business Law for Real Estate""]","[72, 79, 79, 74, 80, 85]","2 year college","1271","","James Walker"
"101586","Bailey","Cameron","10","2025","2029","[""English II"", ""Geometry"", ""Biology"", ""World History-10th grade only"", ""Financial Mathematics (Math credit)"", ""Theater Arts IV"", ""Chinese I""]","[81, 92, 75, 84, 80, 83, 73]","4 year college","993","17","Priya Patel"
"101587","Sanchez","Elena","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Medical Terminology""]","[81, 71, 74, 89, 86, 79]","2 year college","1055","23","Daniel Kim"
"101588","Smith","Lucas","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""Oral Interpretation I"", ""Human Growth & Development""]","[76, 82, 64, 82, 60, 77]","workforce","931","20","Melissa Johnson"
"101589","Miller","Logan","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Debate I""]","[76, 86, 85, 77, 76, 79]","4 year college","1040","","Robert Nguyen"
"101590","Nair","Divya","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""AP Spanish V Literature and Culture"", ""Floral Design (Fine Art Credit)"", ""Spanish III""]","[89, 84, 93, 86, 82, 80, 91, 90]","4 year college","1286","29","Emily Garcia"
"101591","Coleman","Quinn","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Precalculus GT"", ""AP Biology GT"", ""AP US History GT-11th grade only"", ""Debate I"", ""Animation I""]","[97, 88, 91, 95, 95, 95]","4 year college","1349","26","Michael Thompson"
"101592","Reed","Alexis","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Ceramics I"", ""Spanish III"", ""Social Media Marketing (sem)""]","[90, 90, 84, 84, 92, 88, 89, 86]","2 year college","","","Sarah Martinez"
"101593","Suzuki","Daniel","12","2023","2027","[""English IV"", ""Statistics"", ""Aquatic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Counseling & Mental Health"", ""Orchestra III""]","[75, 88, 88, 83, 77, 74, 75]","workforce","1064","24","James Walker"
"101594","Perez","Carlos","11","2024","2028","[""English III"", ""Statistics"", ""Aquatic Science"", ""US History-11th grade"", ""Professional Communications (sem)"", ""Theater Arts III"", ""PE Track-Boys"", ""Lifetime Nutrition & Wellness (sem .5 credit)""]","[79, 83, 88, 91, 81, 86, 87, 73]","2 year college","1215","28","Priya Patel"
"101595","Flores","Sebastian","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Lifetime Fitness & Wellness Pursuits (Girls)"", ""PE Golf (Boys/Girls)""]","[90, 81, 85, 86, 92, 86, 88]","2 year college","954","20","Daniel Kim"
"101596","Rodriguez","Alejandro","12","2023","2027","[""English IV"", ""Accounting II"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Health Science Theory"", ""PE Football-Boys"", ""Oral Interpretation III""]","[79, 70, 61, 63, 76, 66, 76, 57]","4 year college","","","Melissa Johnson"
"101597","Yamamoto","Wei","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Social Media Marketing (sem)"", ""Dollars and Sense (sem .5 credit)"", ""Principles of Business, Marketing, & Finance""]","[87, 89, 92, 92, 76, 76, 72, 73]","2 year college","1250","","Robert Nguyen"
"101598","Miller","Evelyn","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Biology"", ""World History-10th grade only"", ""Photojournalism (sem)"", ""Debate II""]","[82, 90, 82, 75, 80, 90]","4 year college","941","18","Emily Garcia"
"101599","Qureshi","Fatima","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""AP Spanish V Literature and Culture"", ""PE Swimming""]","[90, 84, 85, 83, 76, 87, 88]","workforce","","","Michael Thompson"
"101600","Brown","Oliver","11","2024","2028","[""AP English III Language and Composition"", ""AP Precalculus"", ""AP Biology"", ""AP US History-11th grade only"", ""Choir IV"", ""Oral Interpretation I"", ""Animation I""]","[86, 90, 93, 88, 94, 92, 97]","4 year college","1205","25","Sarah Martinez"
"101601","Farouk","Youssef","11","2024","2028","[""AP English III Language and Composition"", ""AP Precalculus"", ""AP Chemistry"", ""AP US History-11th grade only"", ""Floral Design (Fine Art Credit)"", ""Chinese II"", ""Spanish II"", ""Architectural Design II""]","[84, 88, 93, 95, 84, 96, 85, 87]","4 year college","","","James Walker"
"101602","Jefferson","Layla","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Technical Theater IV"", ""Debate III"", ""Architectural Design I""]","[87, 83, 75, 84, 97, 87, 89, 91]","4 year college","1297","","Priya Patel"
"101603","Khalil","Nadia","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Precalculus GT"", ""AP Physics I GT"", ""AP US History GT-11th grade only"", ""Chinese I"", ""AP Art History""]","[87, 95, 89, 97, 97, 92]","vocational school","1452","","Daniel Kim"
"101604","Martinez","Sofia","11","2024","2028","[""AP English III Language and Composition"", ""Precalculus"", ""AP Physics I"", ""AP US History-11th grade only"", ""Photojournalism (sem)"", ""AWS-Amazon Web Services Advanced Cloud Computing KAP""]","[76, 96, 79, 84, 88, 90]","4 year college","1343","28","Melissa Johnson"
